GO_slim_term,Count,Percent,GO_slim_term_description,module,Ontology,ChildTerm,GO_child_term_description,Annotated,Significant,Expected,weightFisher,Class,GeneList
GO:0140657,2,16.666666666666668,ATP-dependent activity,brown,MF,GO:0016887,ATP hydrolysis activity,294,154,120.97,4.4e-5,Molecular_Function,"Acropora_000001,Acropora_000087,Acropora_000390,Acropora_000580,Acropora_000710,Acropora_000806,Acropora_001078,Acropora_001114,Acropora_001298,Acropora_001360,Acropora_001660,Acropora_001665,Acropora_001973,Acropora_002057,Acropora_002224,Acropora_002273,Acropora_002496,Acropora_002498,Acropora_002658,Acropora_002689,Acropora_002702,Acropora_002791,Acropora_002811,Acropora_003074,Acropora_003722,Acropora_003724,Acropora_003827,Acropora_004051,Acropora_004067,Acropora_004126,Acropora_004185,Acropora_004349,Acropora_004493,Acropora_004529,Acropora_004839,Acropora_005763,Acropora_005792,Acropora_005814,Acropora_005825,Acropora_005927,Acropora_005940,Acropora_005942,Acropora_005962,Acropora_006146,Acropora_006252,Acropora_006264,Acropora_006347,Acropora_006498,Acropora_006660,Acropora_006892,Acropora_006911,Acropora_007068,Acropora_007070,Acropora_007636,Acropora_008447,Acropora_008817,Acropora_008880,Acropora_008929,Acropora_009156,Acropora_009297,Acropora_009421,Acropora_009488,Acropora_009996,Acropora_009997,Acropora_009998,Acropora_010749,Acropora_010803,Acropora_010979,Acropora_011000,Acropora_011259,Acropora_011286,Acropora_011446,Acropora_012861,Acropora_013277,Acropora_013357,Acropora_013699,Acropora_013750,Acropora_014846,Acropora_015096,Acropora_015484,Acropora_015529,Acropora_015594,Acropora_015842,Acropora_016057,Acropora_016414,Acropora_016415,Acropora_017481,Acropora_017560,Acropora_017646,Acropora_017691,Acropora_017748,Acropora_017817,Acropora_017841,Acropora_017879,Acropora_017907,Acropora_018017,Acropora_018020,Acropora_018107,Acropora_018162,Acropora_018196,Acropora_018363,Acropora_018518,Acropora_019682,Acropora_019730,Acropora_019732,Acropora_019869,Acropora_019871,Acropora_020190,Acropora_020217,Acropora_020243,Acropora_020329,Acropora_020400,Acropora_020554,Acropora_020748,Acropora_021271,Acropora_021275,Acropora_021799,Acropora_021973,Acropora_022021,Acropora_022206,Acropora_022404,Acropora_022537,Acropora_023000,Acropora_023158,Acropora_023608,Acropora_023612,Acropora_023826,Acropora_023978,Acropora_024070,Acropora_024072,Acropora_024316,Acropora_024945,Acropora_026209,Acropora_026225,Acropora_026326,Acropora_026428,Acropora_027655,Acropora_027715,Acropora_027950,Acropora_028049,Acropora_028215,Acropora_028533,Acropora_028697,Acropora_029531,Acropora_029613,Acropora_029959,Acropora_029981,Acropora_030199,Acropora_030971,Acropora_031212,Acropora_031257,Acropora_031316,Acropora_031956,Acropora_34284"
GO:0140657,2,16.666666666666668,ATP-dependent activity,brown,MF,GO:0008574,plus-end-directed microtubule motor acti...,19,16,7.82,1.5e-4,Molecular_Function,"Acropora_002811,Acropora_004839,Acropora_005763,Acropora_005792,Acropora_006146,Acropora_006660,Acropora_009156,Acropora_010803,Acropora_011446,Acropora_016414,Acropora_017560,Acropora_018017,Acropora_018020,Acropora_020329,Acropora_023000,Acropora_029981"
GO:0000228,1,2.5,nuclear chromosome,brown,CC,GO:0000228,nuclear chromosome,328,157,134.15,0.00725,Cellular_Component,"Acropora_000048,Acropora_000087,Acropora_000237,Acropora_000239,Acropora_000390,Acropora_000449,Acropora_000703,Acropora_000761,Acropora_000867,Acropora_001163,Acropora_001257,Acropora_001711,Acropora_001716,Acropora_001718,Acropora_001871,Acropora_002057,Acropora_002194,Acropora_002224,Acropora_002543,Acropora_002617,Acropora_002657,Acropora_002818,Acropora_003100,Acropora_003235,Acropora_003305,Acropora_003306,Acropora_003350,Acropora_003459,Acropora_003534,Acropora_003556,Acropora_004107,Acropora_004163,Acropora_004302,Acropora_004366,Acropora_004505,Acropora_004507,Acropora_004536,Acropora_005437,Acropora_005760,Acropora_005944,Acropora_006086,Acropora_006125,Acropora_006387,Acropora_006414,Acropora_006415,Acropora_006549,Acropora_006621,Acropora_006712,Acropora_006892,Acropora_006911,Acropora_006950,Acropora_007482,Acropora_007550,Acropora_007634,Acropora_007785,Acropora_007795,Acropora_007844,Acropora_007954,Acropora_008239,Acropora_008628,Acropora_008973,Acropora_009297,Acropora_009421,Acropora_009488,Acropora_009526,Acropora_009990,Acropora_010090,Acropora_010170,Acropora_010174,Acropora_010609,Acropora_010749,Acropora_010803,Acropora_010983,Acropora_011026,Acropora_011136,Acropora_011237,Acropora_011556,Acropora_011682,Acropora_012713,Acropora_013015,Acropora_013023,Acropora_013708,Acropora_013711,Acropora_013786,Acropora_013931,Acropora_014791,Acropora_014981,Acropora_015206,Acropora_015635,Acropora_015683,Acropora_015913,Acropora_016088,Acropora_016175,Acropora_016699,Acropora_017481,Acropora_017795,Acropora_018017,Acropora_018020,Acropora_018122,Acropora_018238,Acropora_018692,Acropora_018919,Acropora_019650,Acropora_019690,Acropora_019918,Acropora_020160,Acropora_020181,Acropora_020198,Acropora_020217,Acropora_020335,Acropora_020466,Acropora_020482,Acropora_020545,Acropora_020548,Acropora_020568,Acropora_020973,Acropora_021690,Acropora_021788,Acropora_021957,Acropora_022388,Acropora_022515,Acropora_022965,Acropora_023057,Acropora_023111,Acropora_023826,Acropora_023873,Acropora_023885,Acropora_023948,Acropora_024070,Acropora_024072,Acropora_024230,Acropora_024388,Acropora_024396,Acropora_024526,Acropora_025797,Acropora_025863,Acropora_025935,Acropora_026139,Acropora_026189,Acropora_026428,Acropora_026651,Acropora_026817,Acropora_027840,Acropora_028049,Acropora_028073,Acropora_028085,Acropora_029095,Acropora_029819,Acropora_029909,Acropora_029910,Acropora_030118,Acropora_030199,Acropora_031083,Acropora_031257,Acropora_031306,Acropora_033445,Acropora_34299"
GO:0005634,3,7.5,nucleus,brown,CC,GO:0016607,nuclear speck,216,109,88.34,0.00243,Cellular_Component,"Acropora_000029,Acropora_000040,Acropora_000087,Acropora_000308,Acropora_000402,Acropora_000703,Acropora_000739,Acropora_000784,Acropora_000785,Acropora_001603,Acropora_001617,Acropora_001876,Acropora_002194,Acropora_002298,Acropora_002398,Acropora_002818,Acropora_003059,Acropora_003407,Acropora_004249,Acropora_004537,Acropora_004589,Acropora_004808,Acropora_005517,Acropora_005892,Acropora_006018,Acropora_006108,Acropora_006303,Acropora_006337,Acropora_006708,Acropora_006822,Acropora_007410,Acropora_007555,Acropora_007618,Acropora_008419,Acropora_008617,Acropora_008638,Acropora_008848,Acropora_009158,Acropora_009260,Acropora_009713,Acropora_009773,Acropora_009990,Acropora_010073,Acropora_010090,Acropora_010263,Acropora_010558,Acropora_010889,Acropora_011000,Acropora_011072,Acropora_011182,Acropora_011495,Acropora_011559,Acropora_012861,Acropora_012909,Acropora_012934,Acropora_013277,Acropora_013732,Acropora_014454,Acropora_014699,Acropora_014716,Acropora_014971,Acropora_015494,Acropora_015519,Acropora_015666,Acropora_015759,Acropora_015891,Acropora_016369,Acropora_017731,Acropora_018594,Acropora_018671,Acropora_019601,Acropora_019654,Acropora_019688,Acropora_019918,Acropora_020217,Acropora_020548,Acropora_020748,Acropora_021912,Acropora_022036,Acropora_022636,Acropora_022884,Acropora_023975,Acropora_024322,Acropora_024339,Acropora_024363,Acropora_024385,Acropora_025863,Acropora_025879,Acropora_025935,Acropora_026177,Acropora_026285,Acropora_026308,Acropora_027299,Acropora_027490,Acropora_027547,Acropora_027760,Acropora_027782,Acropora_027844,Acropora_027971,Acropora_028080,Acropora_028175,Acropora_028194,Acropora_029349,Acropora_029382,Acropora_029384,Acropora_030937,Acropora_031341,Acropora_031391,Acropora_032017"
GO:0005634,3,7.5,nucleus,brown,CC,GO:0005730,nucleolus,594,276,242.94,0.00511,Cellular_Component,"Acropora_000033,Acropora_000182,Acropora_000323,Acropora_000395,Acropora_000420,Acropora_000449,Acropora_000580,Acropora_000710,Acropora_000716,Acropora_000799,Acropora_000806,Acropora_001114,Acropora_001258,Acropora_001339,Acropora_001518,Acropora_001660,Acropora_001665,Acropora_001872,Acropora_001873,Acropora_001934,Acropora_001956,Acropora_001969,Acropora_001982,Acropora_002160,Acropora_002182,Acropora_002204,Acropora_002224,Acropora_002268,Acropora_002415,Acropora_002538,Acropora_002689,Acropora_002702,Acropora_002818,Acropora_003059,Acropora_003074,Acropora_003093,Acropora_003226,Acropora_003228,Acropora_003502,Acropora_003717,Acropora_003830,Acropora_003874,Acropora_003930,Acropora_003995,Acropora_004051,Acropora_004067,Acropora_004089,Acropora_004116,Acropora_004163,Acropora_004366,Acropora_004481,Acropora_004709,Acropora_004807,Acropora_005162,Acropora_005760,Acropora_005825,Acropora_005858,Acropora_005944,Acropora_005962,Acropora_006086,Acropora_006141,Acropora_006170,Acropora_006306,Acropora_006414,Acropora_006439,Acropora_006444,Acropora_006446,Acropora_006454,Acropora_006460,Acropora_006497,Acropora_006498,Acropora_006732,Acropora_006908,Acropora_006950,Acropora_007068,Acropora_007070,Acropora_007160,Acropora_007207,Acropora_007209,Acropora_007516,Acropora_007550,Acropora_007636,Acropora_007690,Acropora_007692,Acropora_007754,Acropora_007786,Acropora_007795,Acropora_007928,Acropora_008015,Acropora_008016,Acropora_008091,Acropora_008265,Acropora_008266,Acropora_008275,Acropora_008407,Acropora_008419,Acropora_008605,Acropora_008858,Acropora_009001,Acropora_009028,Acropora_009126,Acropora_009140,Acropora_009380,Acropora_009421,Acropora_009449,Acropora_009584,Acropora_009713,Acropora_010087,Acropora_010174,Acropora_010244,Acropora_010475,Acropora_010889,Acropora_010957,Acropora_010979,Acropora_011000,Acropora_011006,Acropora_011124,Acropora_011182,Acropora_011259,Acropora_011674,Acropora_012611,Acropora_012829,Acropora_012882,Acropora_013013,Acropora_013173,Acropora_013174,Acropora_013270,Acropora_013277,Acropora_013686,Acropora_013711,Acropora_013750,Acropora_014114,Acropora_014390,Acropora_014699,Acropora_014791,Acropora_014846,Acropora_014954,Acropora_015128,Acropora_015166,Acropora_015256,Acropora_015484,Acropora_015529,Acropora_015707,Acropora_015883,Acropora_015991,Acropora_016041,Acropora_016057,Acropora_016203,Acropora_016609,Acropora_017051,Acropora_017443,Acropora_017448,Acropora_017710,Acropora_017715,Acropora_017736,Acropora_017879,Acropora_017902,Acropora_017915,Acropora_017952,Acropora_017988,Acropora_018077,Acropora_018163,Acropora_018188,Acropora_018238,Acropora_018364,Acropora_018431,Acropora_018536,Acropora_018668,Acropora_018690,Acropora_018692,Acropora_018913,Acropora_018919,Acropora_019412,Acropora_019601,Acropora_019663,Acropora_019714,Acropora_019869,Acropora_019871,Acropora_019929,Acropora_019973,Acropora_020057,Acropora_020120,Acropora_020121,Acropora_020122,Acropora_020181,Acropora_020203,Acropora_020314,Acropora_020324,Acropora_020545,Acropora_020748,Acropora_021682,Acropora_021776,Acropora_021788,Acropora_021796,Acropora_021816,Acropora_021873,Acropora_021884,Acropora_021927,Acropora_021957,Acropora_021980,Acropora_022007,Acropora_022021,Acropora_022027,Acropora_022066,Acropora_022163,Acropora_022216,Acropora_022272,Acropora_022298,Acropora_022388,Acropora_022515,Acropora_022537,Acropora_022701,Acropora_022717,Acropora_022753,Acropora_022965,Acropora_023063,Acropora_023134,Acropora_023158,Acropora_023284,Acropora_023560,Acropora_023665,Acropora_023826,Acropora_024047,Acropora_024056,Acropora_024388,Acropora_024602,Acropora_024948,Acropora_025459,Acropora_025879,Acropora_025981,Acropora_026127,Acropora_026190,Acropora_026208,Acropora_026231,Acropora_026303,Acropora_026339,Acropora_026349,Acropora_026381,Acropora_026821,Acropora_027387,Acropora_027715,Acropora_027782,Acropora_027838,Acropora_027895,Acropora_027934,Acropora_027950,Acropora_028085,Acropora_028141,Acropora_028215,Acropora_028249,Acropora_028517,Acropora_028553,Acropora_028640,Acropora_028697,Acropora_029531,Acropora_029773,Acropora_029819,Acropora_029821,Acropora_029960,Acropora_029981,Acropora_029988,Acropora_030063,Acropora_030185,Acropora_030199,Acropora_030968,Acropora_030971,Acropora_030975,Acropora_031064,Acropora_031248,Acropora_031257,Acropora_031453,Acropora_033373,Acropora_033673,Acropora_033828,Acropora_34194,Acropora_34284"
GO:0005634,3,7.5,nucleus,brown,CC,GO:0000228,nuclear chromosome,328,157,134.15,0.00725,Cellular_Component,"Acropora_000048,Acropora_000087,Acropora_000237,Acropora_000239,Acropora_000390,Acropora_000449,Acropora_000703,Acropora_000761,Acropora_000867,Acropora_001163,Acropora_001257,Acropora_001711,Acropora_001716,Acropora_001718,Acropora_001871,Acropora_002057,Acropora_002194,Acropora_002224,Acropora_002543,Acropora_002617,Acropora_002657,Acropora_002818,Acropora_003100,Acropora_003235,Acropora_003305,Acropora_003306,Acropora_003350,Acropora_003459,Acropora_003534,Acropora_003556,Acropora_004107,Acropora_004163,Acropora_004302,Acropora_004366,Acropora_004505,Acropora_004507,Acropora_004536,Acropora_005437,Acropora_005760,Acropora_005944,Acropora_006086,Acropora_006125,Acropora_006387,Acropora_006414,Acropora_006415,Acropora_006549,Acropora_006621,Acropora_006712,Acropora_006892,Acropora_006911,Acropora_006950,Acropora_007482,Acropora_007550,Acropora_007634,Acropora_007785,Acropora_007795,Acropora_007844,Acropora_007954,Acropora_008239,Acropora_008628,Acropora_008973,Acropora_009297,Acropora_009421,Acropora_009488,Acropora_009526,Acropora_009990,Acropora_010090,Acropora_010170,Acropora_010174,Acropora_010609,Acropora_010749,Acropora_010803,Acropora_010983,Acropora_011026,Acropora_011136,Acropora_011237,Acropora_011556,Acropora_011682,Acropora_012713,Acropora_013015,Acropora_013023,Acropora_013708,Acropora_013711,Acropora_013786,Acropora_013931,Acropora_014791,Acropora_014981,Acropora_015206,Acropora_015635,Acropora_015683,Acropora_015913,Acropora_016088,Acropora_016175,Acropora_016699,Acropora_017481,Acropora_017795,Acropora_018017,Acropora_018020,Acropora_018122,Acropora_018238,Acropora_018692,Acropora_018919,Acropora_019650,Acropora_019690,Acropora_019918,Acropora_020160,Acropora_020181,Acropora_020198,Acropora_020217,Acropora_020335,Acropora_020466,Acropora_020482,Acropora_020545,Acropora_020548,Acropora_020568,Acropora_020973,Acropora_021690,Acropora_021788,Acropora_021957,Acropora_022388,Acropora_022515,Acropora_022965,Acropora_023057,Acropora_023111,Acropora_023826,Acropora_023873,Acropora_023885,Acropora_023948,Acropora_024070,Acropora_024072,Acropora_024230,Acropora_024388,Acropora_024396,Acropora_024526,Acropora_025797,Acropora_025863,Acropora_025935,Acropora_026139,Acropora_026189,Acropora_026428,Acropora_026651,Acropora_026817,Acropora_027840,Acropora_028049,Acropora_028073,Acropora_028085,Acropora_029095,Acropora_029819,Acropora_029909,Acropora_029910,Acropora_030118,Acropora_030199,Acropora_031083,Acropora_031257,Acropora_031306,Acropora_033445,Acropora_34299"
GO:0005654,1,2.5,nucleoplasm,brown,CC,GO:0016607,nuclear speck,216,109,88.34,0.00243,Cellular_Component,"Acropora_000029,Acropora_000040,Acropora_000087,Acropora_000308,Acropora_000402,Acropora_000703,Acropora_000739,Acropora_000784,Acropora_000785,Acropora_001603,Acropora_001617,Acropora_001876,Acropora_002194,Acropora_002298,Acropora_002398,Acropora_002818,Acropora_003059,Acropora_003407,Acropora_004249,Acropora_004537,Acropora_004589,Acropora_004808,Acropora_005517,Acropora_005892,Acropora_006018,Acropora_006108,Acropora_006303,Acropora_006337,Acropora_006708,Acropora_006822,Acropora_007410,Acropora_007555,Acropora_007618,Acropora_008419,Acropora_008617,Acropora_008638,Acropora_008848,Acropora_009158,Acropora_009260,Acropora_009713,Acropora_009773,Acropora_009990,Acropora_010073,Acropora_010090,Acropora_010263,Acropora_010558,Acropora_010889,Acropora_011000,Acropora_011072,Acropora_011182,Acropora_011495,Acropora_011559,Acropora_012861,Acropora_012909,Acropora_012934,Acropora_013277,Acropora_013732,Acropora_014454,Acropora_014699,Acropora_014716,Acropora_014971,Acropora_015494,Acropora_015519,Acropora_015666,Acropora_015759,Acropora_015891,Acropora_016369,Acropora_017731,Acropora_018594,Acropora_018671,Acropora_019601,Acropora_019654,Acropora_019688,Acropora_019918,Acropora_020217,Acropora_020548,Acropora_020748,Acropora_021912,Acropora_022036,Acropora_022636,Acropora_022884,Acropora_023975,Acropora_024322,Acropora_024339,Acropora_024363,Acropora_024385,Acropora_025863,Acropora_025879,Acropora_025935,Acropora_026177,Acropora_026285,Acropora_026308,Acropora_027299,Acropora_027490,Acropora_027547,Acropora_027760,Acropora_027782,Acropora_027844,Acropora_027971,Acropora_028080,Acropora_028175,Acropora_028194,Acropora_029349,Acropora_029382,Acropora_029384,Acropora_030937,Acropora_031341,Acropora_031391,Acropora_032017"
GO:0005694,3,7.5,chromosome,brown,CC,GO:0000792,heterochromatin,47,28,19.22,6.7e-4,Cellular_Component,"Acropora_000497,Acropora_000867,Acropora_002306,Acropora_002611,Acropora_002811,Acropora_003100,Acropora_003459,Acropora_004164,Acropora_004302,Acropora_005437,Acropora_006712,Acropora_007795,Acropora_009126,Acropora_010749,Acropora_011182,Acropora_011237,Acropora_013015,Acropora_013023,Acropora_014791,Acropora_014981,Acropora_016699,Acropora_018668,Acropora_018692,Acropora_020198,Acropora_022021,Acropora_023948,Acropora_030199,Acropora_033445"
GO:0005694,3,7.5,chromosome,brown,CC,GO:0005700,polytene chromosome,106,52,43.35,0.0032,Cellular_Component,"Acropora_000237,Acropora_000239,Acropora_000580,Acropora_000784,Acropora_000796,Acropora_000867,Acropora_002194,Acropora_002212,Acropora_002224,Acropora_002617,Acropora_003100,Acropora_003380,Acropora_004115,Acropora_004164,Acropora_006007,Acropora_006712,Acropora_007518,Acropora_007754,Acropora_007954,Acropora_008638,Acropora_009488,Acropora_009526,Acropora_010170,Acropora_010609,Acropora_010749,Acropora_011237,Acropora_013015,Acropora_013357,Acropora_014981,Acropora_015102,Acropora_015594,Acropora_017443,Acropora_017795,Acropora_018690,Acropora_018742,Acropora_019212,Acropora_020057,Acropora_020198,Acropora_020482,Acropora_020759,Acropora_021965,Acropora_022286,Acropora_023549,Acropora_023597,Acropora_023634,Acropora_023873,Acropora_023948,Acropora_026356,Acropora_029878,Acropora_031171,Acropora_031540,Acropora_34313"
GO:0005694,3,7.5,chromosome,brown,CC,GO:0000228,nuclear chromosome,328,157,134.15,0.00725,Cellular_Component,"Acropora_000048,Acropora_000087,Acropora_000237,Acropora_000239,Acropora_000390,Acropora_000449,Acropora_000703,Acropora_000761,Acropora_000867,Acropora_001163,Acropora_001257,Acropora_001711,Acropora_001716,Acropora_001718,Acropora_001871,Acropora_002057,Acropora_002194,Acropora_002224,Acropora_002543,Acropora_002617,Acropora_002657,Acropora_002818,Acropora_003100,Acropora_003235,Acropora_003305,Acropora_003306,Acropora_003350,Acropora_003459,Acropora_003534,Acropora_003556,Acropora_004107,Acropora_004163,Acropora_004302,Acropora_004366,Acropora_004505,Acropora_004507,Acropora_004536,Acropora_005437,Acropora_005760,Acropora_005944,Acropora_006086,Acropora_006125,Acropora_006387,Acropora_006414,Acropora_006415,Acropora_006549,Acropora_006621,Acropora_006712,Acropora_006892,Acropora_006911,Acropora_006950,Acropora_007482,Acropora_007550,Acropora_007634,Acropora_007785,Acropora_007795,Acropora_007844,Acropora_007954,Acropora_008239,Acropora_008628,Acropora_008973,Acropora_009297,Acropora_009421,Acropora_009488,Acropora_009526,Acropora_009990,Acropora_010090,Acropora_010170,Acropora_010174,Acropora_010609,Acropora_010749,Acropora_010803,Acropora_010983,Acropora_011026,Acropora_011136,Acropora_011237,Acropora_011556,Acropora_011682,Acropora_012713,Acropora_013015,Acropora_013023,Acropora_013708,Acropora_013711,Acropora_013786,Acropora_013931,Acropora_014791,Acropora_014981,Acropora_015206,Acropora_015635,Acropora_015683,Acropora_015913,Acropora_016088,Acropora_016175,Acropora_016699,Acropora_017481,Acropora_017795,Acropora_018017,Acropora_018020,Acropora_018122,Acropora_018238,Acropora_018692,Acropora_018919,Acropora_019650,Acropora_019690,Acropora_019918,Acropora_020160,Acropora_020181,Acropora_020198,Acropora_020217,Acropora_020335,Acropora_020466,Acropora_020482,Acropora_020545,Acropora_020548,Acropora_020568,Acropora_020973,Acropora_021690,Acropora_021788,Acropora_021957,Acropora_022388,Acropora_022515,Acropora_022965,Acropora_023057,Acropora_023111,Acropora_023826,Acropora_023873,Acropora_023885,Acropora_023948,Acropora_024070,Acropora_024072,Acropora_024230,Acropora_024388,Acropora_024396,Acropora_024526,Acropora_025797,Acropora_025863,Acropora_025935,Acropora_026139,Acropora_026189,Acropora_026428,Acropora_026651,Acropora_026817,Acropora_027840,Acropora_028049,Acropora_028073,Acropora_028085,Acropora_029095,Acropora_029819,Acropora_029909,Acropora_029910,Acropora_030118,Acropora_030199,Acropora_031083,Acropora_031257,Acropora_031306,Acropora_033445,Acropora_34299"
